Statistics,Classes,Individuals,Axioms,Logical Axioms,TBox,ABox,RBox,Data Properties,Object Properties,Annotation Properties,Profiles,
ore_ont_15355.owl,2147,7568,12571,10397,2805,7568,24,0,28,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_6060.owl,3546,1226,10619,6737,4875,1675,187,29,308,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_2548.owl,2566,1887,7263,4653,2706,1902,45,9,35,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_5298.owl,3555,1226,10630,6739,4866,1686,187,29,308,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_14237.owl,3538,1226,10618,6744,4846,1711,187,29,308,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_13679.owl,3044,1152,10345,6760,4192,2183,385,32,510,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_990.owl,3543,1247,10612,6732,4847,1698,187,29,309,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_290.owl,3041,1166,10338,6764,4196,2186,382,33,501,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_7014.owl,3535,1226,10640,6769,4842,1740,187,29,308,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_7237.owl,3535,1226,10641,6770,4838,1745,187,29,308,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_770.owl,3535,1226,10641,6770,4838,1745,187,29,308,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_7025.owl,3535,1226,10641,6770,4838,1745,187,29,308,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_16822.owl,3535,1226,10644,6773,4840,1746,187,29,308,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_7537.owl,3535,1226,10644,6773,4840,1746,187,29,308,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_8417.owl,3576,1226,10665,6754,4881,1686,187,29,307,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_1517.owl,3068,1135,10353,6754,4219,2159,376,32,500,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_7944.owl,3544,1226,10663,6783,4851,1745,187,29,308,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_14906.owl,3568,1226,10664,6760,4887,1686,187,29,308,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_5398.owl,3546,1226,10672,6790,4858,1745,187,29,308,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_336.owl,3587,1231,10691,6768,4901,1680,187,29,308,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_7079.owl,3571,1226,10709,6802,4880,1735,187,29,308,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_6504.owl,3528,1226,10668,6803,4842,1774,187,30,308,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_10173.owl,3021,1173,10391,6838,4165,2297,376,32,501,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_9534.owl,3052,1177,10383,6801,4206,2220,375,33,498,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_2700.owl,3551,1262,10684,6792,4866,1739,187,29,313,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_14286.owl,2366,7,14791,12421,4430,7989,2,0,4,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_2213.owl,3016,1190,10420,6869,4165,2321,383,32,504,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_3050.owl,2994,1152,10356,6830,4129,2319,382,32,501,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_12418.owl,2994,1152,10356,6830,4129,2319,382,32,501,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_3905.owl,3736,1266,11004,6764,4349,1947,468,0,505,0,OWL2_DL - OWL2_QL - OWL2_FULL,OWL2_DL
ore_ont_1340.owl,3718,1289,11014,6786,4323,1977,486,0,511,0,OWL2_DL - OWL2_QL - OWL2_FULL,OWL2_DL
ore_ont_11989.owl,3010,1135,10359,6820,4150,2295,375,32,498,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_12468.owl,2997,1135,10377,6851,4130,2346,375,32,498,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_14452.owl,2997,1135,10377,6851,4130,2346,375,32,498,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_13674.owl,3005,1152,10388,6851,4150,2319,382,32,501,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_6111.owl,3897,0,11200,7180,7025,0,155,25,98,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_980.owl,3545,1264,10763,6882,4854,1841,187,29,308,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_16642.owl,3596,1226,10790,6858,4910,1761,187,29,308,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_15796.owl,2992,1152,10408,6884,4130,2372,382,32,501,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_148.owl,3064,1190,10495,6897,4222,2291,384,32,503,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_9896.owl,2393,0,14473,12076,3684,8389,3,0,4,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_3771.owl,2231,426,5324,3093,2622,471,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL
ore_ont_8322.owl,3029,1199,10517,6955,4184,2389,382,32,502,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_14767.owl,3539,1226,10781,6905,4845,1873,187,29,308,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_891.owl,3539,1226,10783,6907,4845,1875,187,29,308,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_1970.owl,9987,0,15106,5119,5119,0,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL
ore_ont_15692.owl,3535,1226,10825,6954,4839,1928,187,29,308,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_10892.owl,3535,1226,10826,6955,4840,1928,187,29,308,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_4423.owl,3538,1226,10820,6945,4843,1915,187,30,308,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_1062.owl,3538,1226,10820,6945,4843,1915,187,30,308,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_12432.owl,2748,0,8140,4979,4330,0,649,0,413,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_14367.owl,3008,1220,10650,7111,4152,2584,375,32,500,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_6483.owl,4393,1285,11642,6929,5099,1518,312,0,321,0,OWL2_DL - OWL2_QL - OWL2_FULL,OWL2_DL
ore_ont_12039.owl,3209,1154,10703,6956,4386,2186,384,32,507,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_7569.owl,3554,1226,10857,6966,4864,1915,187,30,308,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_8688.owl,3003,1237,10679,7142,4152,2608,382,32,503,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_10270.owl,3188,1151,10666,6934,4377,2179,378,33,512,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_2360.owl,3241,1137,10728,6952,4413,2162,377,32,504,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_6892.owl,3227,1137,10721,6958,4419,2162,377,33,504,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_14294.owl,3236,1154,10757,6983,4413,2186,384,32,507,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_7015.owl,2356,963,15949,13590,2484,11106,0,0,3,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_13078.owl,1903,2723,11157,9250,3800,5446,4,0,4,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_7188.owl,1903,2723,11157,9250,3800,5446,4,0,4,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_6535.owl,3263,1137,10777,6977,4458,2140,379,32,506,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_6443.owl,4399,1303,11712,6991,5107,1572,312,0,323,0,OWL2_DL - OWL2_QL - OWL2_FULL,OWL2_DL
ore_ont_15013.owl,3304,6104,14851,11547,5442,6104,1,0,1,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_3177.owl,7490,0,16418,8927,8926,0,1,0,1,0,OWL2_DL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL
ore_ont_5792.owl,7490,0,16418,8927,8926,0,1,0,1,0,OWL2_DL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL
ore_ont_12451.owl,3279,23,11290,7787,7456,63,265,8,219,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_4587.owl,3544,1261,11085,7205,4853,2165,187,29,308,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_9429.owl,2638,89,12862,10143,9838,232,73,6,77,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_14450.owl,3991,1291,11582,7076,4609,1979,488,0,516,0,OWL2_DL - OWL2_QL - OWL2_FULL,OWL2_DL
ore_ont_16303.owl,4220,151,12996,8622,8248,185,189,0,157,0,OWL2_DL - OWL2_QL - OWL2_FULL,OWL2_DL
ore_ont_13336.owl,3731,1543,11471,7226,4338,2402,486,0,515,0,OWL2_DL - OWL2_QL - OWL2_FULL,OWL2_DL
ore_ont_12152.owl,3724,1290,11424,7173,4772,1934,467,0,529,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_330.owl,1590,15,16167,14570,2625,11941,4,0,7,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_3241.owl,1590,15,16167,14570,2625,11941,4,0,7,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_10481.owl,3731,1290,11444,7186,4785,1934,467,0,529,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_15224.owl,3897,0,10859,6951,6951,0,0,0,13,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_1555.owl,3555,3628,14372,10793,3589,7204,0,9,15,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL
ore_ont_16759.owl,3732,1267,11621,7368,4776,2139,453,0,523,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_16124.owl,3729,1272,11627,7378,4772,2153,453,0,522,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_260.owl,3729,1268,11627,7378,4772,2153,453,0,522,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_6452.owl,3729,1272,11636,7387,4773,2161,453,0,522,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_10242.owl,3724,1290,11673,7422,4770,2185,467,0,529,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_1469.owl,3723,1290,11673,7424,4772,2185,467,0,528,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_11124.owl,2375,7,15622,13212,5112,8085,15,0,35,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_1533.owl,3724,1290,11677,7426,4774,2185,467,0,529,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_13621.owl,3724,1290,11677,7426,4774,2185,467,0,529,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_14194.owl,3724,1290,11677,7426,4774,2185,467,0,529,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_14551.owl,2757,250,13354,10502,10046,374,82,7,90,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_12043.owl,3740,1286,11710,7442,4797,2177,468,0,530,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_12219.owl,3743,1292,11716,7446,4792,2187,467,0,529,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_7479.owl,3759,1285,11736,7456,4815,2188,453,0,523,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_13178.owl,3775,1295,11799,7496,4839,2190,467,0,530,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_11131.owl,3047,5596,13488,10435,4836,5596,3,0,6,0,OWL2_DL - OWL2_QL - OWL2_FULL,OWL2_DL
ore_ont_4182.owl,1819,6255,12063,10213,2614,7579,20,0,32,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_11305.owl,3661,346,9590,5793,5216,425,152,9,128,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_1965.owl,3740,1272,11803,7543,4793,2297,453,0,522,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_5730.owl,4396,1292,12346,7608,5631,1695,282,0,344,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_10749.owl,4396,1292,12346,7608,5631,1695,282,0,344,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_15475.owl,3754,1393,11907,7633,4806,2374,453,0,522,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_4363.owl,3726,1308,11872,7618,4777,2374,467,0,530,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_8844.owl,4396,1313,12380,7637,5633,1722,282,0,349,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_14191.owl,4396,1306,12402,7664,5628,1754,282,0,344,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_9800.owl,1681,1955,11587,9831,2486,7337,8,34,42,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_15615.owl,4480,1355,12656,7827,5744,1801,282,0,351,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_5664.owl,4397,1321,12581,7836,5630,1924,282,0,350,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_4780.owl,4417,1321,12624,7859,5653,1924,282,0,350,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_3839.owl,6602,0,18555,11953,6603,5350,0,0,0,0,OWL2_DL - OWL2_RL - OWL2_FULL,OWL2_DL
ore_ont_9257.owl,6602,0,18555,11953,6603,5350,0,0,0,0,OWL2_DL - OWL2_RL - OWL2_FULL,OWL2_DL
ore_ont_10608.owl,2377,8082,14918,12537,4453,8082,2,0,4,0,OWL2_DL - OWL2_QL - OWL2_FULL,OWL2_DL
ore_ont_10991.owl,2370,7989,14796,12423,4432,7989,2,0,4,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_14258.owl,1913,3,19299,17382,2598,14780,4,0,4,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_13430.owl,1913,3,19299,17382,2598,14780,4,0,4,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_3561.owl,113,1804,7556,7404,305,7091,8,10,31,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_4578.owl,8747,0,19010,10258,10253,0,5,0,5,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_3106.owl,8747,0,19009,10257,10253,0,4,0,5,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_11675.owl,8751,0,19015,10260,10255,0,5,0,5,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_7488.owl,1672,10772,14772,13074,2282,10772,20,0,26,0,OWL2_DL - OWL2_QL - OWL2_FULL,OWL2_DL
ore_ont_3080.owl,4041,102,10823,6717,6529,111,77,4,62,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_13124.owl,3779,0,16809,13026,7165,5858,3,0,4,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_9020.owl,185,0,10500,10315,10315,0,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL
ore_ont_10389.owl,8755,0,19525,10769,10768,0,1,0,1,0,OWL2_DL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL
ore_ont_5841.owl,5703,1466,16745,10788,9109,1480,199,39,215,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_7195.owl,2878,9,19474,16591,5310,11276,5,0,5,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_8329.owl,2674,0,12722,10044,10042,0,2,0,4,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_13141.owl,7133,0,13562,6429,6429,0,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL
ore_ont_13919.owl,1864,0,18659,16793,2725,14067,1,0,2,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_16453.owl,1867,0,18671,16802,2732,14069,1,0,2,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_13949.owl,2920,9,19893,16968,5421,11542,5,0,5,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_10212.owl,220,1920,10465,10223,364,9853,6,1,22,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_15921.owl,187,3307,8874,8624,385,8234,5,0,64,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_10280.owl,11594,0,20166,8572,8572,0,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL
ore_ont_5492.owl,4366,0,21274,16900,4454,12442,4,0,8,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_1112.owl,4366,0,21274,16900,4454,12442,4,0,8,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_12665.owl,4366,0,21281,16907,4453,12450,4,0,8,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_264.owl,6114,0,9251,3132,3132,0,0,0,5,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_9881.owl,269,4297,12947,12633,533,12076,24,19,27,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_9014.owl,3782,5858,16815,13029,7169,5858,2,0,4,0,OWL2_DL - OWL2_QL - OWL2_FULL,OWL2_DL
ore_ont_11411.owl,300,4297,13009,12664,564,12076,24,19,27,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_10197.owl,300,4297,13009,12664,564,12076,24,19,27,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_2129.owl,5879,0,9017,3133,3133,0,0,0,5,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_10774.owl,9703,0,21582,11878,11877,0,1,0,1,0,OWL2_DL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL
ore_ont_12161.owl,9703,0,21582,11878,11877,0,1,0,1,0,OWL2_DL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL
ore_ont_6751.owl,9707,0,21587,11880,11879,0,1,0,1,0,OWL2_DL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL
ore_ont_12776.owl,7053,0,14101,7047,7047,0,0,0,1,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_11452.owl,9764,0,21702,11937,11936,0,1,0,1,0,OWL2_DL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL
ore_ont_9761.owl,2261,0,16966,14701,7831,6868,2,0,4,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_236.owl,2261,0,16966,14701,7831,6868,2,0,4,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_11536.owl,9698,0,21946,12249,12249,0,0,0,0,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_9386.owl,777,2379,10923,10120,1092,9016,12,0,27,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_5840.owl,5088,0,14667,9168,8726,0,442,0,413,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_10890.owl,9273,0,22286,13013,13013,0,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL
ore_ont_10348.owl,2906,0,14071,11160,11156,0,4,0,5,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_16750.owl,219,2197,11340,11103,367,10730,6,0,19,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_2848.owl,2828,8085,17414,14552,6452,8085,15,0,35,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_2454.owl,2933,0,14226,11281,11275,0,6,0,12,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_360.owl,9991,0,20230,10240,10240,0,0,0,0,0,OWL2_DL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL
ore_ont_5690.owl,10925,0,16567,5641,5641,0,0,0,1,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_7726.owl,7826,0,21321,13494,13494,0,0,0,1,0,OWL2_DL - OWL2_QL - OWL2_FULL,OWL2_DL
ore_ont_950.owl,293,2045,11927,11612,545,11061,6,1,22,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_6862.owl,9751,0,22751,13000,13000,0,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL
ore_ont_6869.owl,9754,0,22757,13003,13003,0,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL
ore_ont_13991.owl,3120,4088,12263,8229,4025,4088,116,313,465,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_3712.owl,9867,0,23056,13189,13189,0,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL
ore_ont_14499.owl,9990,0,14985,4995,4995,0,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL
ore_ont_6234.owl,3127,11,22174,19011,6069,12917,25,0,36,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_12536.owl,7929,0,21720,13781,13778,0,3,3,8,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_7203.owl,6725,6,21531,14769,8783,5974,12,0,39,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_9596.owl,6136,0,18960,12823,12163,660,0,0,1,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_4609.owl,206,4282,13830,13556,595,12844,117,3,66,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_15680.owl,206,4282,13830,13556,595,12844,117,3,66,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_4732.owl,10572,0,23649,13077,13077,0,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL
ore_ont_9612.owl,9158,0,18729,9569,9567,0,2,0,2,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_14574.owl,2745,0,13256,10506,10506,0,0,0,5,0,OWL2_DL - OWL2_QL - OWL2_FULL,OWL2_DL
ore_ont_8627.owl,221,4237,10504,10221,465,9750,6,0,64,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_8755.owl,10325,0,23953,13628,13628,0,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL
ore_ont_13451.owl,10327,0,23957,13630,13630,0,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL
ore_ont_33.owl,10330,0,23964,13634,13634,0,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_RL - OWL2_FULL,OWL2_DL
ore_ont_6358.owl,10428,0,24107,13679,13679,0,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL
ore_ont_6109.owl,6135,73,18368,12232,12163,69,0,0,1,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_14587.owl,10433,0,24193,13760,13760,0,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL
ore_ont_16610.owl,2796,0,13517,10714,10712,0,2,0,7,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_16299.owl,12151,0,24089,11937,11937,0,0,0,1,0,OWL2_DL - OWL2_QL - OWL2_FULL,OWL2_DL
ore_ont_7218.owl,2674,0,12723,10044,10042,0,2,0,5,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_15363.owl,2265,6868,16971,14703,7833,6868,2,0,4,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_3529.owl,5879,0,13362,7478,3132,4346,0,0,5,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_4610.owl,5946,0,16864,10916,10916,0,0,0,2,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_4460.owl,10549,0,24381,13832,13832,0,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL
ore_ont_3781.owl,5949,0,17258,11307,10916,391,0,0,2,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_7499.owl,5109,149,17035,11821,11483,223,115,0,106,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_7356.owl,5953,391,17263,11309,10918,391,0,0,2,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_11878.owl,13125,0,19789,6656,6648,0,8,0,9,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_10425.owl,19,290,12656,12566,173,12339,54,62,10,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_904.owl,5554,0,12061,6413,6359,0,54,4,91,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_4567.owl,4265,3573,19191,14450,8271,5949,230,49,428,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_5695.owl,427,2394,13166,12716,762,11948,6,1,23,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_10384.owl,3832,0,23394,19558,7277,12278,3,0,4,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_2624.owl,3832,0,23394,19558,7277,12278,3,0,4,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_11896.owl,3710,0,14066,10355,10355,0,0,0,1,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_22.owl,2208,0,20920,18698,4059,14635,4,0,14,0,OWL2_DL - OWL2_FULL,OWL2_DL
ore_ont_11140.owl,3710,0,14066,10355,10355,0,0,0,1,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL
ore_ont_10123.owl,2143,15133,20141,17971,2817,15133,21,0,27,0,OWL2_DL - OWL2_QL - OWL2_FULL,OWL2_DL
ore_ont_8492.owl,6658,0,18775,12112,12112,0,0,0,5,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL
